,instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,predict
671,672,2012-11-02,4,1,11,0,5,1,1,0.355,0.356042,0.522083,0.266175,618,5229,5847,5743.608
672,673,2012-11-03,4,1,11,0,6,0,2,0.343333,0.323846,0.49125,0.270529,1029,4109,5138,5313.720666666666
673,674,2012-11-04,4,1,11,0,0,0,1,0.325833,0.329538,0.532917,0.179108,1201,3906,5107,5104.545318181818
674,675,2012-11-05,4,1,11,0,1,1,1,0.31916700000000003,0.308075,0.494167,0.236325,378,4881,5259,5207.180918181818
675,676,2012-11-06,4,1,11,0,2,1,1,0.280833,0.281567,0.567083,0.173513,466,5220,5686,5055.067166666666
676,677,2012-11-07,4,1,11,0,3,1,2,0.295833,0.274621,0.5475,0.304108,326,4709,5035,5067.168584848485
677,678,2012-11-08,4,1,11,0,4,1,1,0.352174,0.341891,0.333478,0.347835,340,4975,5315,5118.4239333333335
678,679,2012-11-09,4,1,11,0,5,1,1,0.361667,0.35541300000000003,0.540833,0.214558,709,5283,5992,5556.9275
679,680,2012-11-10,4,1,11,0,6,0,1,0.389167,0.393937,0.645417,0.05784580000000001,2090,4446,6536,6095.728
680,681,2012-11-11,4,1,11,0,0,0,1,0.420833,0.421713,0.6591670000000001,0.1275,2290,4562,6852,5386.006888888889
681,682,2012-11-12,4,1,11,1,1,0,1,0.485,0.475383,0.741667,0.173517,1097,5172,6269,6136.202833333334
682,683,2012-11-13,4,1,11,0,2,1,2,0.343333,0.323225,0.662917,0.342046,327,3767,4094,4341.7275
683,684,2012-11-14,4,1,11,0,3,1,1,0.289167,0.281563,0.552083,0.199625,373,5122,5495,5343.874599999999
684,685,2012-11-15,4,1,11,0,4,1,2,0.321667,0.324492,0.620417,0.15298699999999998,320,5125,5445,5104.897099999999
685,686,2012-11-16,4,1,11,0,5,1,1,0.345,0.347204,0.524583,0.171025,484,5214,5698,5518.206733333333
686,687,2012-11-17,4,1,11,0,6,0,1,0.325,0.326383,0.545417,0.179729,1313,4316,5629,5503.784238095238
687,688,2012-11-18,4,1,11,0,0,0,1,0.3425,0.337746,0.692917,0.22761199999999998,922,3747,4669,4648.049
688,689,2012-11-19,4,1,11,0,1,1,2,0.380833,0.375621,0.623333,0.235067,449,5050,5499,5297.1438333333335
689,690,2012-11-20,4,1,11,0,2,1,2,0.374167,0.38066700000000003,0.685,0.082725,534,5100,5634,5203.3425
690,691,2012-11-21,4,1,11,0,3,1,1,0.353333,0.364892,0.61375,0.103246,615,4531,5146,5009.467151515152
691,692,2012-11-22,4,1,11,1,4,0,1,0.34,0.350371,0.580417,0.05287080000000001,955,1470,2425,3457.903
692,693,2012-11-23,4,1,11,0,5,1,1,0.36833299999999997,0.378779,0.56875,0.148021,1603,2307,3910,4274.618
693,694,2012-11-24,4,1,11,0,6,0,1,0.278333,0.24874200000000002,0.40458299999999997,0.376871,532,1745,2277,3077.4685
694,695,2012-11-25,4,1,11,0,0,0,1,0.245833,0.257583,0.468333,0.1505,309,2115,2424,3680.6678333333334
695,696,2012-11-26,4,1,11,0,1,1,1,0.313333,0.33900399999999997,0.535417,0.04665,337,4750,5087,4684.604818181819
696,697,2012-11-27,4,1,11,0,2,1,2,0.291667,0.281558,0.786667,0.237562,123,3836,3959,3824.298
697,698,2012-11-28,4,1,11,0,3,1,1,0.296667,0.28976199999999996,0.50625,0.210821,198,5062,5260,4818.168584848485
698,699,2012-11-29,4,1,11,0,4,1,1,0.28087,0.29842199999999997,0.555652,0.115522,243,5080,5323,4923.5579333333335
699,700,2012-11-30,4,1,11,0,5,1,1,0.298333,0.323867,0.649583,0.05847080000000001,362,5306,5668,5284.191
700,701,2012-12-01,4,1,12,0,6,0,2,0.298333,0.316904,0.806667,0.05970419999999999,951,4240,5191,4943.704
701,702,2012-12-02,4,1,12,0,0,0,2,0.3475,0.35920799999999997,0.823333,0.12437899999999999,892,3757,4649,4410.5836
702,703,2012-12-03,4,1,12,0,1,1,1,0.4525,0.455796,0.7675,0.08272080000000001,555,5679,6234,6056.454
703,704,2012-12-04,4,1,12,0,2,1,1,0.475833,0.46905399999999997,0.73375,0.174129,551,6055,6606,6082.150079004329
704,705,2012-12-05,4,1,12,0,3,1,1,0.438333,0.428012,0.485,0.324021,331,5398,5729,5903.488368421053
705,706,2012-12-06,4,1,12,0,4,1,1,0.255833,0.258204,0.50875,0.174754,340,5035,5375,4357.2315
706,707,2012-12-07,4,1,12,0,5,1,2,0.320833,0.32195799999999997,0.764167,0.1306,349,4659,5008,4881.257
707,708,2012-12-08,4,1,12,0,6,0,2,0.38166700000000003,0.38950799999999997,0.91125,0.101379,1153,4429,5582,5086.98
708,709,2012-12-09,4,1,12,0,0,0,2,0.384167,0.390146,0.905417,0.157975,441,2787,3228,3659.71
709,710,2012-12-10,4,1,12,0,1,1,2,0.43583299999999997,0.435575,0.925,0.190308,329,4841,5170,4363.06
710,711,2012-12-11,4,1,12,0,2,1,2,0.353333,0.338363,0.5966670000000001,0.296037,282,5219,5501,5311.916518181819
711,712,2012-12-12,4,1,12,0,3,1,2,0.2975,0.297338,0.538333,0.162937,310,5009,5319,5162.869551515151
712,713,2012-12-13,4,1,12,0,4,1,1,0.295833,0.294188,0.485833,0.174129,425,5107,5532,5429.818466666667
713,714,2012-12-14,4,1,12,0,5,1,1,0.281667,0.294192,0.642917,0.13122899999999998,429,5182,5611,5363.7077714285715
714,715,2012-12-15,4,1,12,0,6,0,1,0.324167,0.338383,0.650417,0.10635,767,4280,5047,5430.182
715,716,2012-12-16,4,1,12,0,0,0,2,0.3625,0.369938,0.83875,0.100742,538,3248,3786,3968.6356
716,717,2012-12-17,4,1,12,0,1,1,2,0.393333,0.4015,0.907083,0.0982583,212,4373,4585,4361.417
717,718,2012-12-18,4,1,12,0,2,1,1,0.410833,0.409708,0.66625,0.221404,433,5124,5557,5292.496333333333
718,719,2012-12-19,4,1,12,0,3,1,1,0.3325,0.34216199999999997,0.625417,0.184092,333,4934,5267,5122.419651515152
719,720,2012-12-20,4,1,12,0,4,1,2,0.33,0.335217,0.667917,0.132463,314,3814,4128,4505.194
720,721,2012-12-21,1,1,12,0,5,1,2,0.326667,0.301767,0.556667,0.37438299999999997,221,3402,3623,3483.620666666667
721,722,2012-12-22,1,1,12,0,6,0,1,0.265833,0.23611300000000002,0.44125,0.407346,205,1544,1749,2222.511
722,723,2012-12-23,1,1,12,0,0,0,1,0.245833,0.259471,0.515417,0.13308299999999998,408,1379,1787,2075.7
723,724,2012-12-24,1,1,12,0,1,1,2,0.231304,0.2589,0.791304,0.07723039999999999,174,746,920,1392.638
724,725,2012-12-25,1,1,12,1,2,0,2,0.291304,0.29446500000000003,0.734783,0.168726,440,573,1013,1746.972
725,726,2012-12-26,1,1,12,0,3,1,3,0.243333,0.220333,0.823333,0.316546,9,432,441,890.198
726,727,2012-12-27,1,1,12,0,4,1,2,0.25416700000000003,0.226642,0.652917,0.35013299999999997,247,1867,2114,2203.854
727,728,2012-12-28,1,1,12,0,5,1,2,0.253333,0.255046,0.59,0.155471,644,2451,3095,2791.33
728,729,2012-12-29,1,1,12,0,6,0,2,0.253333,0.2424,0.7529170000000001,0.124383,159,1182,1341,1660.104
729,730,2012-12-30,1,1,12,0,0,0,1,0.255833,0.2317,0.483333,0.350754,364,1432,1796,2420.68
730,731,2012-12-31,1,1,12,0,1,1,2,0.215833,0.223487,0.5775,0.154846,439,2290,2729,2572.902
